label,lh_0_x,lh_0_y,lh_0_z,lh_1_x,lh_1_y,lh_1_z,lh_2_x,lh_2_y,lh_2_z,lh_3_x,lh_3_y,lh_3_z,lh_4_x,lh_4_y,lh_4_z,lh_5_x,lh_5_y,lh_5_z,lh_6_x,lh_6_y,lh_6_z,lh_7_x,lh_7_y,lh_7_z,lh_8_x,lh_8_y,lh_8_z,lh_9_x,lh_9_y,lh_9_z,lh_10_x,lh_10_y,lh_10_z,lh_11_x,lh_11_y,lh_11_z,lh_12_x,lh_12_y,lh_12_z,lh_13_x,lh_13_y,lh_13_z,lh_14_x,lh_14_y,lh_14_z,lh_15_x,lh_15_y,lh_15_z,lh_16_x,lh_16_y,lh_16_z,lh_17_x,lh_17_y,lh_17_z,lh_18_x,lh_18_y,lh_18_z,lh_19_x,lh_19_y,lh_19_z,lh_20_x,lh_20_y,lh_20_z,rh_0_x,rh_0_y,rh_0_z,rh_1_x,rh_1_y,rh_1_z,rh_2_x,rh_2_y,rh_2_z,rh_3_x,rh_3_y,rh_3_z,rh_4_x,rh_4_y,rh_4_z,rh_5_x,rh_5_y,rh_5_z,rh_6_x,rh_6_y,rh_6_z,rh_7_x,rh_7_y,rh_7_z,rh_8_x,rh_8_y,rh_8_z,rh_9_x,rh_9_y,rh_9_z,rh_10_x,rh_10_y,rh_10_z,rh_11_x,rh_11_y,rh_11_z,rh_12_x,rh_12_y,rh_12_z,rh_13_x,rh_13_y,rh_13_z,rh_14_x,rh_14_y,rh_14_z,rh_15_x,rh_15_y,rh_15_z,rh_16_x,rh_16_y,rh_16_z,rh_17_x,rh_17_y,rh_17_z,rh_18_x,rh_18_y,rh_18_z,rh_19_x,rh_19_y,rh_19_z,rh_20_x,rh_20_y,rh_20_z
ぉ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0271109938621521,-0.09149238467216492,0.007309353917207773,-0.07289403676986694,-0.14034363627433777,0.0109639815123046,-0.12037891149520874,-0.1441165804862976,0.017037587712820823,-0.15631920099258423,-0.13296669721603394,0.021540137480315025,-0.15070337057113647,-0.10031089186668396,-0.02257220772344226,-0.23250609636306763,-0.13531658053398132,-0.025195141781750863,-0.2795693874359131,-0.15012365579605103,-0.02198268984693641,-0.31532561779022217,-0.15808236598968506,-0.017423400182906335,-0.1621418595314026,-0.0358046293258667,-0.025376110796514695,-0.2548588514328003,-0.043503403663635254,-0.03258510631758327,-0.3075386881828308,-0.04568737745285034,-0.03228426304895038,-0.34518539905548096,-0.04649600386619568,-0.028321418438736146,-0.1589462161064148,0.021358966827392578,-0.023919911582652276,-0.24005508422851562,0.033859074115753174,-0.03136098710137958,-0.29005032777786255,0.0360414981842041,-0.03876309049564952,-0.3234027624130249,0.0389745831489563,-0.04133742627936954,-0.14221787452697754,0.06556123495101929,-0.01963848014611358,-0.18000102043151855,0.05303347110748291,-0.018269415472332184,-0.1694716215133667,0.039105117321014404,-0.010892965358380025,-0.14836615324020386,0.027823984622955322,-0.0029333664501791645
ぉ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027188897132873535,-0.09397527575492859,-0.0025247072035767815,-0.07896322011947632,-0.14849168062210083,-0.0038599385580369017,-0.13241815567016602,-0.15257275104522705,-0.001922880735094168,-0.16833144426345825,-0.13482430577278137,-0.0017302736806072971,-0.14857500791549683,-0.09976628422737122,-0.03202546641028903,-0.23120170831680298,-0.13375753164291382,-0.03912981107629321,-0.28002071380615234,-0.1496935784816742,-0.039067356584439494,-0.31760889291763306,-0.15849214792251587,-0.037361155001292445,-0.16198760271072388,-0.03543749451637268,-0.03429391115702174,-0.2543337345123291,-0.051801979541778564,-0.04309074833787463,-0.3083198666572571,-0.055475443601608276,-0.0449361677447655,-0.34767502546310425,-0.0557917058467865,-0.04367626711524508,-0.16056281328201294,0.020849525928497314,-0.03340977310932658,-0.2412593960762024,0.02423381805419922,-0.0428595232943394,-0.291726291179657,0.02467978000640869,-0.05178798615730784,-0.32644057273864746,0.026527583599090576,-0.0568765278140404,-0.1455879807472229,0.06578022241592407,-0.030879494471321323,-0.1855766773223877,0.050724923610687256,-0.035772694943318584,-0.17565888166427612,0.0372583270072937,-0.031880686728129604,-0.156399667263031,0.026728808879852295,-0.026653769163260677
ぉ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029348433017730713,-0.09404748678207397,0.0035957207611545527,-0.0788501501083374,-0.1458708643913269,0.0059653306553855145,-0.13012683391571045,-0.15403860807418823,0.011838807741810342,-0.16678094863891602,-0.13787773251533508,0.01659689007203724,-0.15326648950576782,-0.09428685903549194,-0.02700250687200878,-0.23701906204223633,-0.12379750609397888,-0.030266343598555068,-0.2850360870361328,-0.13850867748260498,-0.027231155877302626,-0.32281428575515747,-0.14757460355758667,-0.023199067433665732,-0.16572993993759155,-0.02998289465904236,-0.029107463528703192,-0.26111388206481934,-0.04451024532318115,-0.03804664777715061,-0.3158576488494873,-0.04753535985946655,-0.03837469311554287,-0.35609033703804016,-0.04779818654060364,-0.03491075428325985,-0.16349488496780396,0.025589287281036377,-0.027088156883905867,-0.247877836227417,0.028779983520507812,-0.036900167336057166,-0.29944783449172974,0.030886411666870117,-0.044804927875588874,-0.3354705572128296,0.03299736976623535,-0.04756009670097683,-0.14688467979431152,0.06827706098556519,-0.02243918271858547,-0.19281047582626343,0.05317646265029907,-0.02318461516995285,-0.18039631843566895,0.04067075252532959,-0.01576324829954956,-0.1574399471282959,0.028748035430908203,-0.007846375909934977
ぉ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028452575206756592,-0.09386444091796875,0.0006272489263210446,-0.08272749185562134,-0.1469818651676178,0.00292750311200507,-0.13582062721252441,-0.14973193407058716,0.008561730879591778,-0.17201471328735352,-0.13301551342010498,0.012764816667186096,-0.1510717272758484,-0.09543648362159729,-0.027019462053431198,-0.23607617616653442,-0.12891638278961182,-0.03141594535554759,-0.28432196378707886,-0.14518949389457703,-0.02914386658812873,-0.321888267993927,-0.15485721826553345,-0.025693098519695923,-0.163887619972229,-0.03167426586151123,-0.029057123203529045,-0.26088351011276245,-0.04892072081565857,-0.03759835890377872,-0.31700757145881653,-0.05262431502342224,-0.03868012360180728,-0.3598417639732361,-0.05266237258911133,-0.03597645691479556,-0.16278308629989624,0.02443450689315796,-0.02767347588087432,-0.2489425539970398,0.023872435092926025,-0.037337629561079666,-0.3016199469566345,0.023215770721435547,-0.04619316241587512,-0.3403211236000061,0.024332940578460693,-0.050184565101517364,-0.14659851789474487,0.06946349143981934,-0.024085447628749534,-0.19324737787246704,0.051328837871551514,-0.027096253324998543,-0.18125134706497192,0.036880433559417725,-0.021239778463495895,-0.15973281860351562,0.025661468505859375,-0.014392285112990066
ぉ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02750295400619507,-0.09858843684196472,0.010992350259670047,-0.07667171955108643,-0.15014788508415222,0.01918642522568348,-0.12969011068344116,-0.15812775492668152,0.030164170281835823,-0.16594117879867554,-0.149522602558136,0.04012550899560097,-0.14972835779190063,-0.10499364137649536,-0.017411912588528367,-0.2366582155227661,-0.13488388061523438,-0.017571157572916718,-0.2855972647666931,-0.14809849858283997,-0.01217445990269539,-0.322268545627594,-0.15627014636993408,-0.006132812501988383,-0.16016870737075806,-0.03979191184043884,-0.019305382652333947,-0.2593790888786316,-0.05081385374069214,-0.027728336660317154,-0.31337636709213257,-0.05525416135787964,-0.026859116537622185,-0.35355737805366516,-0.056686460971832275,-0.021632502583912583,-0.15754711627960205,0.01785576343536377,-0.016300174204758378,-0.2454727292060852,0.023243844509124756,-0.025113385899118157,-0.29595041275024414,0.02380150556564331,-0.030982580764344902,-0.3313174843788147,0.02614116668701172,-0.031322142837694855,-0.14104825258255005,0.06340104341506958,-0.009816536476961346,-0.18658316135406494,0.046818435192108154,-0.007756481209895583,-0.17426156997680664,0.03301304578781128,0.0017296262950310393,-0.151799738407135,0.021851956844329834,0.011507830785461692
ぉ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04015392065048218,-0.0922425389289856,0.016103690370869117,-0.09579068422317505,-0.1312096118927002,0.022832440093111472,-0.14684277772903442,-0.11521878838539124,0.030772432565640884,-0.17654931545257568,-0.07954809069633484,0.0356904434710259,-0.15011674165725708,-0.09784433245658875,-0.018862255036879105,-0.23680895566940308,-0.12131881713867188,-0.020988673090982957,-0.28528016805648804,-0.13068056106567383,-0.017118299499202294,-0.32324278354644775,-0.1375773847103119,-0.01203160931174807,-0.16244566440582275,-0.02789255976676941,-0.02470950980489306,-0.2578214406967163,-0.0318911075592041,-0.028691964343238396,-0.3131332993507385,-0.03155747056007385,-0.0270392821431642,-0.35389262437820435,-0.03141433000564575,-0.022517239794183297,-0.16094595193862915,0.03191465139389038,-0.025368522971916718,-0.23887741565704346,0.05236631631851196,-0.029864458486486,-0.2906421422958374,0.05936795473098755,-0.039838632687974496,-0.32627034187316895,0.06467217206954956,-0.045496722802568,-0.14596056938171387,0.07671600580215454,-0.022258784741211457,-0.17080610990524292,0.06112265586853027,-0.01908689004187636,-0.15078294277191162,0.046727776527404785,-0.013015452891636414,-0.12508392333984375,0.03262817859649658,-0.007030821990269942
ぉ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03546351194381714,-0.09223151206970215,0.012210705211543882,-0.08940964937210083,-0.12914252281188965,0.01660877921261772,-0.1348291039466858,-0.10751485824584961,0.022622954925680006,-0.16137218475341797,-0.06861886382102966,0.02532951802589878,-0.15410417318344116,-0.09663671255111694,-0.02232528022847191,-0.24048316478729248,-0.12480098009109497,-0.022653455952024615,-0.28633618354797363,-0.13589322566986084,-0.016991288507199442,-0.32225364446640015,-0.1424655020236969,-0.010868442350840724,-0.1674399971961975,-0.02579781413078308,-0.027230854252195513,-0.2612729072570801,-0.032740235328674316,-0.027519536310649073,-0.3158276379108429,-0.033232688903808594,-0.024285129377460635,-0.3547092378139496,-0.03322222828865051,-0.01963186181507126,-0.1646518111228943,0.0332600474357605,-0.027431662300443804,-0.240481436252594,0.05092817544937134,-0.030369264179682887,-0.2962132692337036,0.05845785140991211,-0.043711020717239535,-0.3333544135093689,0.06433320045471191,-0.053003667959785616,-0.14836370944976807,0.07678091526031494,-0.024105648616171038,-0.17012804746627808,0.0557706356048584,-0.02259693584761635,-0.15092962980270386,0.0387304425239563,-0.0203564345034124,-0.12446361780166626,0.0237085223197937,-0.017894576409673846
ぉ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.058784663677215576,-0.08284711837768555,0.010341050500642268,-0.12499940395355225,-0.09721070528030396,0.009817672359417884,-0.16097205877304077,-0.05286377668380737,0.009624177056025474,-0.1779036521911621,0.004535675048828125,0.005461143261413781,-0.15179342031478882,-0.1000567078590393,-0.022565300179053338,-0.23738813400268555,-0.1251976490020752,-0.02564280347280601,-0.28344595432281494,-0.13425979018211365,-0.024353009251285584,-0.32113683223724365,-0.1398487687110901,-0.02272108436875442,-0.16140246391296387,-0.029854893684387207,-0.0304641151552687,-0.2551310062408447,-0.03844642639160156,-0.031708760721016915,-0.31124866008758545,-0.037871718406677246,-0.034383314264346154,-0.3541683554649353,-0.034616619348526,-0.03607615323119262,-0.1596224308013916,0.033888041973114014,-0.0339385220532904,-0.23696422576904297,0.05023658275604248,-0.03662907199316123,-0.2890486717224121,0.05805361270904541,-0.05181131006531814,-0.32582762837409973,0.06785249710083008,-0.06440105528884033,-0.1485140323638916,0.08080434799194336,-0.034266809535552056,-0.1746279001235962,0.05643105506896973,-0.035445495111275704,-0.15901702642440796,0.034673213958740234,-0.03508697317295173,-0.13815927505493164,0.018680572509765625,-0.03511243553214172
ぉ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05273032188415527,-0.08787822723388672,0.012517584084832833,-0.11840784549713135,-0.10183808207511902,0.016076359494888948,-0.16215485334396362,-0.067679762840271,0.02072268125351684,-0.18470078706741333,-0.019637584686279297,0.02240204025741832,-0.15463107824325562,-0.10456183552742004,-0.018829785690343215,-0.23984593152999878,-0.13060981035232544,-0.018812902674710585,-0.2854321599006653,-0.13973882794380188,-0.01441080349746926,-0.3218742609024048,-0.14490237832069397,-0.01014243479136212,-0.16570675373077393,-0.03533414006233215,-0.025053259388243987,-0.2599804401397705,-0.041748642921447754,-0.027111553058659865,-0.31544986367225647,-0.04072502255439758,-0.02757143269542439,-0.35722815990448,-0.03818592429161072,-0.025922742143904998,-0.1642848253250122,0.02790781855583191,-0.026560485765969588,-0.2423245906829834,0.04756239056587219,-0.02969073917034848,-0.2946685552597046,0.05588129162788391,-0.04263748827639802,-0.3302765488624573,0.0638948380947113,-0.05181149992409928,-0.15139323472976685,0.07438293099403381,-0.02461764629248364,-0.1807040572166443,0.05210539698600769,-0.023237983167803122,-0.16467434167861938,0.030620187520980835,-0.020335857228076293,-0.14104753732681274,0.012692064046859741,-0.017581500515973403
ぉ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05118840932846069,-0.08667567372322083,0.00524484891946031,-0.11255645751953125,-0.10903707146644592,0.002110216436335577,-0.15281003713607788,-0.06974881887435913,0.00030735553161775897,-0.17419523000717163,-0.01772722601890564,-0.005075069940289723,-0.1469302773475647,-0.10633599758148193,-0.028121515973111855,-0.230476975440979,-0.1343711018562317,-0.03425708027054952,-0.2765195965766907,-0.14616835117340088,-0.03538834662606405,-0.3141610026359558,-0.1540379822254181,-0.035495437546273934,-0.15655577182769775,-0.03785187005996704,-0.03446642668416189,-0.2479497790336609,-0.046139657497406006,-0.03882035972048925,-0.3024497628211975,-0.045953601598739624,-0.042999297245046364,-0.34462520480155945,-0.04454866051673889,-0.045874100043079125,-0.1553831696510315,0.023432761430740356,-0.03693483011295484,-0.23461037874221802,0.0391559898853302,-0.04336140663792776,-0.2856212854385376,0.04562106728553772,-0.05891483636071371,-0.32096579670906067,0.05228593945503235,-0.0713083742695062,-0.14498388767242432,0.06814160943031311,-0.036707997186681496,-0.17383456230163574,0.049231261014938354,-0.04155116887261556,-0.156996488571167,0.029702335596084595,-0.04214774058630155,-0.1338685154914856,0.01432761549949646,-0.0422791427509992
